Unnamed: 0,epoch_id,subject,property,prop_Lg10WF,sensorimotor_distance,response_time,veracity,relation,concepts_presented,glove_distance
1,88.0,modal7,rattle,2.238,0.1158881591,852.0,True,property,TYPEWRITERS,0.926
5,76.0,modal7,hazy,1.6232,0.3817210989,984.0,False,property,TURKEYS,1.0024
16,59.0,modal7,boom,3.0465,0.0256537086,560.0,True,property,LOUDSPEAKERS,0.9448
20,64.0,modal7,clink,1.8261,0.4520674353,644.0,True,property,FORKS,0.9932
21,63.0,modal7,jingle,2.4133,0.5032035382,996.0,True,property,COINS,0.8948
23,101.0,modal7,thunder,2.8325,0.1933185314,924.0,True,property,FREIGHT TRAINS,1.0
25,66.0,modal7,deafening,1.3617,0.2285516606,824.0,True,property,JETS,0.8887
27,82.0,modal7,moo,2.3444,0.5145450734,684.0,False,property,BEETLES,1.0877
31,81.0,modal7,moan,1.9868,0.2913542273,1036.0,False,property,AMBULANCES,1.0187
33,55.0,modal7,burp,1.8261,0.5949339169,1376.0,False,property,SPIDERS,0.9124
37,86.0,modal7,pop,2.3444,0.1651950947,1144.0,True,property,BALLOONS,0.8165
40,93.0,modal7,sing,3.6971,0.2920767318,1096.0,True,property,ROBINS,0.8538
42,57.0,modal7,ring,3.675,0.102785959,952.0,True,property,PHONES,0.676
49,73.0,modal7,giggle,1.9445,0.2139235752,944.0,False,property,BEARS,0.9939
54,103.0,modal7,white,3.9418,0.3282160889,708.0,False,property,MANDARINS,0.7703
56,96.0,modal7,sneeze,2.179,0.260743279,904.0,False,property,TRACTORS,1.002
61,52.0,modal7,abrasive,1.3802,0.4085376869,988.0,False,property,JUICES,0.9731
65,83.0,modal7,mucky,2.3444,0.1542654107,716.0,False,property,WRISTS,0.9773
68,97.0,modal7,splash,2.3345,0.3673819981,680.0,False,property,SANDWICHES,0.8512
70,91.0,modal7,sheer,2.3692,0.3674384015,812.0,False,property,TURNIPS,0.9683
74,89.0,modal7,rubbery,1.0,0.0879539926,1136.0,False,property,SHAWLS,0.7745
76,54.0,modal7,brown,2.3444,0.1509081993,1192.0,True,property,MONKEYS,0.8296
78,75.0,modal7,glow,2.4683,0.2213050951,904.0,False,property,RABBITS,0.8658
84,65.0,modal7,hard,4.1959,0.1346205152,1024.0,True,property,PANS,0.8292
88,61.0,modal7,cluck,1.8692,0.2421073847,684.0,False,property,COYOTES,0.9194
94,70.0,modal7,feverish,1.5315,0.2329047684,880.0,False,property,BOOKS,0.9801
102,78.0,modal7,laugh,3.5061,0.2689500527,1028.0,False,property,DONKEYS,0.8645
104,102.0,modal7,translucent,1.1461,0.1417720845,948.0,True,property,JELLYFISH,0.7029
106,180.0,modal7,gurgle,1.1139,0.2486086476,748.0,True,property,DRAINS,0.9447
107,162.0,modal7,click,2.5159,0.2324593438,660.0,True,property,SWITCHES,0.6396
109,196.0,modal7,sharp,3.0842,0.2274622934,588.0,False,property,RASPBERRIES,0.9687
111,166.0,modal7,dark,3.6551,0.0608927292,768.0,True,property,SUNGLASSES,1.0591
115,189.0,modal7,prick,2.8579,0.0629300275,652.0,True,property,THORNS,0.8973
118,177.0,modal7,gooey,1.6021,0.5705347478,668.0,False,property,PERFUMES,0.7928
120,199.0,modal7,smooth,2.9699,0.2361919775,920.0,True,property,CHROMES,0.8505
124,207.0,modal7,tender,2.6571,0.1020860966,1160.0,False,property,ICES,0.824
126,175.0,modal7,glossy,1.3979,0.0250662045,1284.0,True,property,PHOTOGRAPHS,0.6377
132,203.0,modal7,sparkle,1.9345,0.4323902406,796.0,False,property,PEARS,0.8441
135,186.0,modal7,orange,3.0565,0.2884357523,932.0,False,property,OTTERS,0.9856
147,160.0,modal7,clammy,1.4914,0.0715526544,996.0,False,property,SILKS,0.9144
149,191.0,modal7,red,3.8781,0.29731188,1224.0,False,property,LAMBS,0.796
153,197.0,modal7,shout,2.9243,0.3660026262,1296.0,False,property,GUITARS,0.83
155,194.0,modal7,shadowy,1.9395,0.0963642591,844.0,True,property,TUNNELS,0.9184
157,181.0,modal7,humid,1.6628,0.2221172964,748.0,True,property,BATHROOMS,0.9182
159,200.0,modal7,sticky,2.4669,0.1633223303,708.0,True,property,GLUES,0.5763
161,157.0,modal7,blather,1.1761,0.6252931958,800.0,False,property,BRACELETS,1.0375
163,179.0,modal7,growl,1.7076,0.4357007878,744.0,False,property,FOOTBALLS,1.0659
167,178.0,modal7,greasy,2.301,0.1129126802,848.0,False,property,PEAS,0.8653
169,212.0,modal7,wheeze,1.4771,0.5347935923,720.0,False,property,SALMON,1.1355
171,206.0,modal7,striped,1.9445,0.1226752112,848.0,True,property,ZEBRAS,0.5413
173,185.0,modal7,opaque,0.8451,0.0181378775,1152.0,False,property,HEADLIGHTS,0.8097
176,174.0,modal7,humid,1.6628,0.2819976592,1716.0,True,property,JUNGLES,0.7813
179,193.0,modal7,scream,3.1297,0.6494390012,1272.0,False,property,SHOVELS,0.8526
181,211.0,modal7,wail,1.6532,0.475615807,908.0,False,property,SALAMANDERS,1.0605
183,168.0,modal7,dim,2.3874,0.3775780916,740.0,False,property,LEMONS,1.0045
187,176.0,modal7,golden,3.0748,0.4307879605,796.0,False,property,COFFEES,0.8205
191,188.0,modal7,pink,3.1623,0.4051362511,816.0,False,property,BANANAS,0.7171
193,204.0,modal7,square,3.2098,0.0257984994,816.0,False,property,CIRCLES,0.5918
197,159.0,modal7,chime,1.6812,0.1698637163,888.0,False,property,DISHWASHERS,0.9455
203,172.0,modal7,fluffy,2.3444,0.1017381685,808.0,False,property,SURFBOARDS,0.8811
205,201.0,modal7,soggy,1.7076,0.120290593,1056.0,False,property,ENAMELS,0.8754
207,161.0,modal7,clank,1.2304,0.2702886305,924.0,True,property,CHAINS,1.0161
209,198.0,modal7,slippery,2.3541,0.2542840823,1352.0,True,property,OILS,0.8982
211,208.0,modal7,syrupy,0.4771,0.029689096,1076.0,True,property,HONEYS,0.7289
216,290.0,modal7,beep,2.5224,0.3414503949,652.0,True,property,MICROWAVES,0.7615
217,291.0,modal7,icy,2.1335,0.075706119,840.0,True,property,LAKES,0.7047
221,316.0,modal7,turquoise,1.6628,0.4234654744,764.0,False,property,CHEESES,0.9188
223,308.0,modal7,sneezing,1.7559,0.4110954025,832.0,False,property,HAYS,0.8934
225,307.0,modal7,slick,2.5453,0.1256341482,828.0,True,property,GREASES,0.7081
231,278.0,modal7,flaky,1.6628,0.2564607714,668.0,False,property,YOGURTS,0.7419
233,298.0,modal7,pliant,2.3444,0.2985910922,972.0,False,property,POETRIES,1.0594
235,266.0,modal7,beam,2.6493,0.0902686672,756.0,True,property,FLASHLIGHTS,0.5535
243,270.0,modal7,brittle,1.8573,0.1813226836,724.0,False,property,GOLDFISH,0.939
246,295.0,modal7,stiff,2.7193,0.0953771243,960.0,True,property,SCREWDRIVERS,0.8747
250,297.0,modal7,oink,2.3444,0.4917346373,776.0,False,property,PONIES,0.9433
252,267.0,modal7,belch,1.5798,0.4108640844,808.0,False,property,VACUUM CLEANERS,1.0
254,306.0,modal7,silver,3.2095,0.1763600335,1316.0,True,property,SPOONS,0.7795
257,318.0,modal7,woolly,1.3979,0.1562542026,756.0,False,property,HAILS,0.9857
261,303.0,modal7,noisy,2.4116,0.2397875873,996.0,True,property,TRAIN STATIONS,1.0
263,309.0,modal7,snug,1.8692,0.0815558077,572.0,False,property,SWIMMING POOLS,1.0
269,301.0,modal7,quack,2.3747,0.3534477274,632.0,False,property,CHEETAHS,0.8258
270,275.0,modal7,chunky,1.8573,0.2261382221,1108.0,True,property,STEWS,0.6548
273,284.0,modal7,green,3.5678,0.2850935782,664.0,False,property,CATS,0.7439
275,311.0,modal7,smooth,2.9699,0.1001633185,1076.0,True,property,PORCELAINS,0.881
276,288.0,modal7,hard,4.1959,0.0537386612,1680.0,True,property,WRENCHES,0.8934
278,282.0,modal7,grainy,1.0414,0.503087284,816.0,False,property,HEARTS,0.9902
280,312.0,modal7,sturdy,1.9395,0.3487994664,904.0,False,property,GRAPEFRUITS,0.8955
282,273.0,modal7,checkered,1.6335,0.1584044794,1024.0,False,property,GEMSTONES,0.9456
287,274.0,modal7,slippery,2.3541,0.0797876249,1224.0,True,property,FLOORS,0.7745
289,313.0,modal7,syrupy,0.4771,0.3545744053,792.0,True,property,SHAMPOOS,0.7394
295,268.0,modal7,blunt,2.3997,0.1579658686,1228.0,False,property,PENS,0.7715
300,271.0,modal7,bumpy,2.3444,0.2840282704,752.0,True,property,AVOCADOS,0.8825
304,285.0,modal7,gritty,1.3802,0.2515706938,732.0,False,property,INKS,0.847
306,314.0,modal7,tepid,1.1139,0.1344136618,1192.0,False,property,FREEZERS,0.9705
308,299.0,modal7,poke,2.4757,0.275480105,1136.0,True,property,PORCUPINES,0.941
312,286.0,modal7,grumble,1.0,0.471096089,784.0,False,property,HAMSTERS,0.9771
314,302.0,modal7,ruby,2.3444,0.3262537395,968.0,True,property,CHERRIES,0.747
316,315.0,modal7,thorny,2.3444,0.3085805486,828.0,False,property,PEANUTS,0.9765
318,283.0,modal7,gray,3.0326,0.1259297901,1784.0,True,property,SQUIRRELS,0.7143
320,417.0,modal7,transparent,1.9685,0.3669535871,804.0,False,property,BEANS,0.8901
328,383.0,modal7,ding,2.3444,0.2679284319,1216.0,False,property,BOMBS,1.0338
335,421.0,modal7,whiz,2.301,0.1700690863,1184.0,False,property,GARAGES,0.8231
341,380.0,modal7,crash,3.1649,0.235589819,956.0,False,property,TACKS,0.9916
343,390.0,modal7,grunt,2.0569,0.2884739276,708.0,False,property,BLUEJAYS,0.9069
345,372.0,modal7,bark,2.4487,0.3380071083,880.0,False,property,LOBSTERS,0.7574
347,377.0,modal7,colorful,2.2148,0.2355776069,692.0,True,property,BOUQUETS,0.6951
352,416.0,modal7,tan,2.6435,0.4119704925,1012.0,False,property,TOMATOES,0.8925
355,404.0,modal7,shiny,2.601,0.0456520729,712.0,False,property,PYRAMIDS,0.9032
364,402.0,modal7,scratchy,1.699,0.3542733045,1396.0,False,property,WAFFLES,0.9517
366,410.0,modal7,spotted,2.7185,0.1006328173,788.0,False,property,RAVENS,0.8404
370,405.0,modal7,sizzle,1.5185,0.2858764282,800.0,True,property,SKILLETS,0.6203
374,387.0,modal7,gelatinous,1.0,0.200436603,836.0,False,property,COTTAGES,1.037
377,413.0,modal7,steamy,1.6721,0.1455577437,1064.0,False,property,HANDLES,0.9907
379,374.0,modal7,black,3.9328,0.4946659913,756.0,True,property,LICORICES,0.8626
383,392.0,modal7,ivory,1.8573,0.1131318012,796.0,True,property,DOVES,0.8496
385,408.0,modal7,snort,1.7782,0.2687178954,652.0,False,property,DICE,0.9651
387,403.0,modal7,shady,2.0828,0.1023174475,912.0,True,property,FORESTS,0.6951
391,418.0,modal7,tweet,1.6435,0.1136086112,716.0,False,property,LEOPARDS,1.0197
393,379.0,modal7,cough,2.6522,0.5002126726,860.0,False,property,BRIDGES,1.0807
395,393.0,modal7,lumpy,2.3444,0.3743096235,728.0,False,property,GINS,0.9042
397,419.0,modal7,viscous,1.1461,0.1127499295,900.0,False,property,TIRES,0.8229
399,424.0,modal7,yelp,0.9031,0.5001035826,924.0,False,property,WORMS,1.0142
406,371.0,modal7,babble,1.6532,0.4143240857,816.0,False,property,OSTRICHES,0.8489
408,389.0,modal7,groan,1.6812,0.466532507,544.0,False,property,CRANBERRIES,0.9442
412,384.0,modal7,jingle,2.4133,0.5609587172,628.0,True,property,KEYS,1.022
414,407.0,modal7,snore,1.9191,0.6606916068,648.0,False,property,ANTS,0.9836
416,395.0,modal7,murky,1.5051,0.0990116708,784.0,True,property,PONDS,0.7605
422,397.0,modal7,purple,2.7993,0.4504071587,984.0,False,property,CASHEWS,0.9687
426,509.0,modal7,silent,3.0697,0.1734668959,848.0,False,property,HURRICANES,0.82
428,497.0,modal7,misty,1.9085,0.0480988758,1156.0,True,property,RAINFORESTS,0.7704
430,520.0,modal7,wet,3.3012,0.1482063251,860.0,True,property,SEAWEEDS,0.7511
436,482.0,modal7,chilly,2.3444,0.4438085374,660.0,True,property,FOGS,0.5414
438,475.0,modal7,bellow,1.3802,0.2727027206,748.0,True,property,DRUNKS,0.9476
442,477.0,modal7,bouncy,1.9638,0.0834457606,672.0,False,property,SWORDS,0.9569
445,498.0,modal7,mushy,1.8921,0.1425711825,1076.0,True,property,OATMEALS,0.717
448,473.0,modal7,adhesive,1.6812,0.0204752149,776.0,False,property,PENCILS,0.7261
450,501.0,modal7,prickly,1.4771,0.0768426768,824.0,False,property,SINKS,1.0544
452,507.0,modal7,poke,2.4757,0.0989108911,736.0,True,property,STICKS,0.571
456,488.0,modal7,crunch,2.2553,0.4386469568,620.0,False,property,SCISSORS,0.9597
458,511.0,modal7,snap,2.9484,0.0835142498,628.0,False,property,MIXERS,0.927
460,487.0,modal7,crimson,2.3444,0.0824383179,632.0,False,property,EELS,0.9016
467,510.0,modal7,slam,2.4728,0.3049349509,952.0,False,property,SLIPPERS,0.8988
469,522.0,modal7,yellow,3.2368,0.1207188563,752.0,False,property,MOOSE,0.8425
480,521.0,modal7,twitter,0.9542,0.1852006829,712.0,True,property,CANARIES,1.0446
482,474.0,modal7,beep,2.5224,0.1894244735,908.0,True,property,CLOCK RADIOS,1.0
485,515.0,modal7,tight,3.4146,0.2419338382,804.0,False,property,DAISIES,0.939
487,516.0,modal7,tingle,1.7559,0.3821449862,784.0,False,property,CARNATIONS,0.9183
489,478.0,modal7,bright,3.3553,0.152830909,700.0,True,property,FLARES,0.7117
491,519.0,modal7,wet,3.3012,0.1280099902,624.0,True,property,STREAMS,0.7439
496,481.0,modal7,chant,2.0682,0.4283161315,620.0,False,property,TOADS,0.8994
498,491.0,modal7,hoot,2.1271,0.3626125565,1084.0,False,property,COWS,1.1473
504,504.0,modal7,sing,3.6971,0.2901008683,1120.0,True,property,BLACKBIRDS,0.8683
508,485.0,modal7,clink,1.8261,0.422449796,768.0,True,property,WINE GLASSES,1.0
512,483.0,modal7,chunky,1.8573,0.2272196058,628.0,True,property,GRANOLAS,0.6121
514,517.0,modal7,whine,1.9243,0.2320444858,840.0,True,property,CHILDREN,1.0054
516,518.0,modal7,tough,3.6644,0.3546916359,784.0,True,property,STEAKS,0.8478
522,490.0,modal7,heavy,3.3826,0.0892154621,748.0,False,property,SCABS,1.0011
523,578.0,modal7,bumpy,2.3444,0.3060738336,864.0,True,property,CAULIFLOWERS,0.9472
525,622.0,modal7,stiff,2.7193,0.1005246344,704.0,True,property,ROLLING PINS,1.0
527,600.0,modal7,growl,1.7076,0.5150681095,596.0,False,property,SARDINES,0.9623
529,608.0,modal7,red,3.8781,0.4233259142,712.0,True,property,JAMS,0.7348
550,613.0,modal7,sharp,3.0842,0.1617596309,1132.0,False,property,BACKS,0.6171
554,611.0,modal7,scratchy,1.699,0.4354484728,1032.0,False,property,CARAMELS,0.9066
557,585.0,modal7,colorful,2.2148,0.1075347855,2004.0,False,property,COCKROACHES,0.875
564,593.0,modal7,ding,2.3444,0.1802733621,972.0,False,property,TROMBONES,1.016
566,603.0,modal7,hoot,2.1271,0.3502543592,572.0,False,property,PANTHERS,0.7799
576,617.0,modal7,sludgy,2.3444,0.0817351589,800.0,False,property,TEDDY BEARS,1.0
578,592.0,modal7,dim,2.3874,0.0915341834,1028.0,True,property,CLOSETS,0.81
582,589.0,modal7,crunch,2.2553,0.3626538806,628.0,False,property,TUNA,0.824
586,597.0,modal7,fuzzy,2.4742,0.4049058021,680.0,False,property,SALSAS,0.9377
595,575.0,modal7,bellow,1.3802,0.1339905026,616.0,True,property,TUBAS,0.8444
599,607.0,modal7,rattle,2.238,0.1521858507,800.0,True,property,TRAINS,0.8783
606,582.0,modal7,clank,1.2304,0.1625043283,1304.0,True,property,HAMMERS,0.8821
612,576.0,modal7,blather,1.1761,0.3029399281,644.0,False,property,CHICKENS,1.0411
614,586.0,modal7,creamy,1.7853,0.2358830496,948.0,False,property,OAKS,0.8256
616,606.0,modal7,prickly,1.4771,0.2932014004,840.0,False,property,AIRS,0.9686
620,599.0,modal7,groan,1.6812,0.4226350522,1012.0,False,property,HAIR DRYERS,1.0
622,614.0,modal7,sheer,2.3692,0.1715541924,904.0,True,property,BLOUSES,0.729
626,624.0,modal7,transparent,1.9685,0.2706510851,944.0,True,property,JARS,0.7786
633,727.0,modal7,splash,2.3345,0.196818988,744.0,False,property,PIGEONS,0.9198
635,712.0,modal7,laugh,3.5061,0.3928607086,624.0,False,property,KITES,0.9869
642,708.0,modal7,echo,2.3444,0.4707820836,840.0,True,property,CANYONS,0.7162
646,694.0,modal7,crash,3.1649,0.0942217054,1504.0,False,property,CHAPELS,0.9168
652,732.0,modal7,sturdy,1.9395,0.154186146,916.0,False,property,GLOVES,0.7564
665,686.0,modal7,bouncy,1.9638,0.1667554702,1340.0,False,property,BUTTERFLIES,0.9882
672,713.0,modal7,lumpy,2.3444,0.1109897561,704.0,False,property,SHOWERS,0.9312
674,685.0,modal7,black,3.9328,0.4124294751,988.0,False,property,RHUBARBS,1.0368
678,706.0,modal7,gray,3.0326,0.4125537085,848.0,False,property,SPINACHES,0.9615
691,684.0,modal7,bark,2.4487,0.0873408,960.0,False,property,PELICANS,0.8389
693,734.0,modal7,tough,3.6644,0.0998150568,852.0,True,property,ROPES,0.8291
698,696.0,modal7,dark,3.6551,0.4240066636,1060.0,False,property,CORNS,0.8142
706,690.0,modal7,chime,1.6812,0.1636969737,588.0,False,property,PEACOCKS,0.7903
708,725.0,modal7,snort,1.7782,0.5465386001,992.0,False,property,SPEARS,0.9713
714,717.0,modal7,pliant,2.3444,0.3962697185,796.0,False,property,KETCHUPS,1.1502
716,682.0,modal7,abrasive,1.3802,0.3175357867,748.0,False,property,FOREHEADS,0.7963
718,692.0,modal7,cough,2.6522,0.311451902,640.0,False,property,CANNONS,0.9876
720,728.0,modal7,spotted,2.7185,0.2272187032,564.0,True,property,DALMATIANS,0.7812
722,722.0,modal7,shadowy,1.9395,0.0294451076,748.0,False,property,RAINBOWS,0.8743
724,724.0,modal7,snore,1.9191,0.6508938111,576.0,False,property,SLEEPING BAGS,1.0
729,730.0,modal7,steamy,1.6721,0.1186395255,888.0,False,property,SOAPS,0.7164
731,705.0,modal7,gooey,1.6021,0.1470691584,580.0,False,property,ASHES,0.8006
733,688.0,modal7,chant,2.0682,0.2960423095,652.0,False,property,PIGS,0.9662
753,808.0,modal7,moo,2.3444,0.3912367417,784.0,False,property,CROCODILES,1.0743
757,789.0,modal7,cackle,1.2041,0.2632680006,1656.0,False,property,HAWKS,0.9629
762,831.0,modal7,streaked,0.6021,0.3102266333,764.0,False,property,PRUNES,0.9391
768,819.0,modal7,shout,2.9243,0.6166067319,780.0,False,property,AXES,0.7964
770,824.0,modal7,slick,2.5453,0.0378810183,832.0,True,property,LINOLEUMS,0.8366
773,839.0,modal7,woolly,1.3979,0.0346103946,704.0,False,property,SCREWS,0.8764
774,812.0,modal7,pink,3.1623,0.0642268738,748.0,True,property,FLAMINGOES,0.7073
789,798.0,modal7,grainy,1.0414,0.2125801946,572.0,False,property,COTTON CANDIES,1.0
793,834.0,modal7,thorny,2.3444,0.5291958916,1144.0,False,property,AMMONIAS,0.9941
795,803.0,modal7,heavy,3.3826,0.3756821224,1188.0,False,property,ICE CREAMS,1.0
797,823.0,modal7,slam,2.4728,0.0266092452,652.0,False,property,VIOLINS,0.9317
799,837.0,modal7,wheeze,1.4771,0.2852032302,636.0,False,property,STOMACHS,0.9937
805,816.0,modal7,ruby,2.3444,0.2411564561,672.0,False,property,CLAMS,0.9532
809,835.0,modal7,viscous,1.1461,0.16823059,1028.0,False,property,HANDS,0.9666
819,799.0,modal7,gritty,1.3802,0.1177712415,640.0,False,property,WAXES,0.894
824,826.0,modal7,snap,2.9484,0.4272287068,664.0,False,property,BAGELS,1.0353
828,800.0,modal7,grunt,2.0569,0.3911619144,672.0,False,property,TROLLEYS,0.9951
833,827.0,modal7,snore,1.9191,0.384699389,600.0,False,property,BANJOES,0.7438
839,791.0,modal7,clamor,0.9031,0.3711106617,612.0,False,property,COMBS,0.8859
842,850.0,modal7,cluck,1.8692,0.297135485,716.0,False,property,BISONS,0.9375
844,852.0,modal7,grumble,1.0,0.2227411272,528.0,False,property,FLUTES,1.0356
861,905.0,modal7,beam,2.6493,0.042845434,868.0,False,property,TURTLES,1.0463
866,906.0,modal7,belch,1.5798,0.6572745706,600.0,False,property,CRAYONS,0.8442
872,917.0,modal7,glossy,1.3979,0.2028749879,592.0,False,property,ELEPHANTS,0.9758
881,904.0,modal7,babble,1.6532,0.4934530881,604.0,False,property,SHRIMPS,1.0413
882,916.0,modal7,giggle,1.9445,0.3110124697,820.0,False,property,FOXES,1.01
886,921.0,modal7,murky,1.5051,0.430503057,992.0,False,property,CHLORINES,0.9152
888,919.0,modal7,hairy,2.5092,0.1186428453,772.0,False,property,CONDITIONERS,0.9602
892,918.0,modal7,golden,3.0748,0.4268742718,1228.0,True,property,WHEATS,0.7767
894,939.0,modal7,translucent,1.1461,0.3332071687,728.0,False,property,CORKS,0.9061
900,942.0,modal7,whir,0.7782,0.2665796208,696.0,False,property,SLEDGEHAMMERS,0.8504
908,922.0,modal7,orange,3.0565,0.0372432312,580.0,True,property,PUMPKINS,0.6651
910,907.0,modal7,blue,3.7179,0.4354247511,564.0,False,property,NECTARINES,1.1099
916,940.0,modal7,tweet,1.6435,0.1569128411,932.0,False,property,DUCKS,0.9442
918,933.0,modal7,snug,1.8692,0.2105228151,808.0,False,property,BRICKS,0.8388
920,912.0,modal7,flaky,1.6628,0.1802281773,616.0,False,property,TOWELS,0.8064
922,909.0,modal7,burp,1.8261,0.6120498249,596.0,False,property,MACHETES,0.8799
924,924.0,modal7,purple,2.7993,0.4885991126,1160.0,True,property,GRAPE JUICES,1.0
929,931.0,modal7,shady,2.0828,0.1069874255,596.0,False,property,BUOYS,0.9683
937,908.0,modal7,bright,3.3553,0.4952320349,1568.0,False,property,RAISINS,0.9263
939,914.0,modal7,framed,2.4548,0.0140086668,712.0,False,property,ARTISTS,0.7376
940,934.0,modal7,soggy,1.7076,0.1731201566,628.0,False,property,CARESSES,0.8419
942,911.0,modal7,fade,2.4579,0.3621326615,1300.0,True,property,JEANS,0.9692
946,1030.0,modal7,opaque,0.8451,0.5072470542,996.3005251111,True,property,BUTTERMILKS,0.8498
954,1015.0,modal7,greasy,2.301,0.1325238033,960.0,False,property,CIGARETTES,0.9664
966,1026.0,modal7,moan,1.9868,0.7713334536,556.0,False,property,THUMBS,1.0219
976,1043.0,modal7,tingle,1.7559,0.3021333545,1040.0,False,property,TREE TRUNKS,1.0
980,1002.0,modal7,clear,3.9427,0.052506212,652.0,False,property,BEEHIVES,1.0421
987,1033.0,modal7,scorching,1.3222,0.0991628144,556.0,False,property,REEDS,1.1719
989,1001.0,modal7,clammy,1.4914,0.3782707987,896.0,False,property,PEPPERS,0.9766
992,1035.0,modal7,sneeze,2.179,0.3270477133,636.0,False,property,BOTTLES,0.7728
996,1037.0,modal7,spiky,1.0792,0.1310374187,1032.0,False,property,DRAFTS,1.0455
1000,1039.0,modal7,striped,1.9445,0.0840731687,1472.0,False,property,GIRAFFES,0.6581
1004,1007.0,modal7,ebony,2.3444,0.4203928813,860.0,False,property,GARLICS,0.8671
1011,999.0,modal7,brown,2.3444,0.2076981192,600.0,False,property,DIAMONDS,0.7866
1015,1020.0,modal7,khaki,1.6335,0.091415022,924.0,False,property,PENGUINS,0.9283
1021,1027.0,modal7,mucky,2.3444,0.1966864498,700.0,False,property,SOCKS,0.7865
1024,996.0,modal7,adhesive,1.6812,0.054906572,676.0,False,property,CACTUSES,0.9641
1030,1032.0,modal7,quack,2.3747,0.3799939062,672.0,False,property,ALLIGATORS,0.9456
1035,1034.0,modal7,scream,3.1297,0.3544869808,556.0,False,property,GRASSHOPPERS,0.9886
1040,1025.0,modal7,misty,1.9085,0.2371296271,652.0,False,property,TANGERINES,0.7893
1042,1036.0,modal7,solid,2.9996,0.0812935191,672.0,False,property,LIQUIDS,0.5411
1048,82.0,modal12,opaque,0.8451,0.0181378775,1480.0,False,property,HEADLIGHTS,0.8097
1051,51.0,modal12,bark,2.4487,0.3380071083,856.0,False,property,LOBSTERS,0.7574
1053,63.0,modal12,colorful,2.2148,0.2355776069,928.0,True,property,BOUQUETS,0.6951
1055,87.0,modal12,rubbery,1.0,0.0879539926,1620.0,False,property,SHAWLS,0.7745
1057,56.0,modal12,brown,2.3444,0.1509081993,1060.0,True,property,MONKEYS,0.8296
1059,55.0,modal12,bouncy,1.9638,0.0834457606,1036.0,False,property,SWORDS,0.9569
1063,68.0,modal12,feverish,1.5315,0.2329047684,1212.0,False,property,BOOKS,0.9801
1065,95.0,modal12,sludgy,2.3444,0.2063192883,1328.0,False,property,MUSCLES,1.0362
1069,84.0,modal12,quack,2.3747,0.3534477274,1360.0,False,property,CHEETAHS,0.8258
1071,58.0,modal12,cackle,1.2041,0.1778295419,1120.0,False,property,CLARINETS,0.9873
1073,72.0,modal12,giggle,1.9445,0.2139235752,1068.0,False,property,BEARS,0.9939
1075,98.0,modal12,snug,1.8692,0.0815558077,1344.0,False,property,SWIMMING POOLS,1.0
1077,67.0,modal12,ebony,2.3444,0.1337279812,1368.0,True,property,CROWS,0.8255
1081,65.0,modal12,slippery,2.3541,0.0797876249,848.0,True,property,FLOORS,0.7745
1089,53.0,modal12,black,3.9328,0.4946659913,884.0,True,property,LICORICES,0.8626
1091,52.0,modal12,belch,1.5798,0.4108640844,1184.0,False,property,VACUUM CLEANERS,1.0
1093,93.0,modal12,silver,3.2095,0.1763600335,904.0,True,property,SPOONS,0.7795
1094,77.0,modal12,icy,2.1335,0.075706119,816.0,True,property,LAKES,0.7047
1096,80.0,modal12,click,2.5159,0.2324593438,824.0,True,property,SWITCHES,0.6396
1101,60.0,modal12,clank,1.2304,0.2702886305,784.0,True,property,CHAINS,1.0161
1105,61.0,modal12,clank,1.2304,0.1625043283,860.0,True,property,HAMMERS,0.8821
1108,64.0,modal12,crash,3.1649,0.235589819,1320.0,False,property,TACKS,0.9916
1110,76.0,modal12,grunt,2.0569,0.2884739276,964.0,False,property,BLUEJAYS,0.9069
1112,102.0,modal12,tender,2.6571,0.1020860966,1024.0,False,property,ICES,0.824
1117,70.0,modal12,flicker,1.5563,0.1740065218,1092.0,True,property,CANDLES,0.6569
1121,97.0,modal12,snort,1.7782,0.2687178954,1304.0,False,property,DICE,0.9651
1123,89.0,modal12,shady,2.0828,0.1023174475,848.0,True,property,FORESTS,0.6951
1125,74.0,modal12,golden,3.0748,0.4307879605,1216.0,False,property,COFFEES,0.8205
1129,69.0,modal12,elastic,1.7324,0.0943076145,1340.0,True,property,WRISTBANDS,0.8036
1132,104.0,modal12,wet,3.3012,0.1280099902,816.0,True,property,STREAMS,0.7439
1134,57.0,modal12,beep,2.5224,0.1894244735,972.0,True,property,CLOCK RADIOS,1.0
1138,59.0,modal12,chilly,2.3444,0.4438085374,1004.0,True,property,FOGS,0.5414
1141,75.0,modal12,gooey,1.6021,0.5705347478,1332.0,False,property,PERFUMES,0.7928
1143,54.0,modal12,boom,3.0465,0.0256537086,904.0,True,property,LOUDSPEAKERS,0.9448
1145,62.0,modal12,lukewarm,1.3979,0.1861176666,1240.0,True,property,BLOODS,0.9716
1157,124.0,modal12,glow,2.4683,0.2213050951,976.0,False,property,RABBITS,0.8658
1163,134.0,modal12,translucent,1.1461,0.1417720845,1476.0,True,property,JELLYFISH,0.7029
1165,123.0,modal12,humid,1.6628,0.2819976592,744.0,True,property,JUNGLES,0.7813
1172,130.0,modal12,sneeze,2.179,0.260743279,788.0,False,property,TRACTORS,1.002
1177,122.0,modal12,flaky,1.6628,0.2564607714,836.0,False,property,YOGURTS,0.7419
